PassengerId,Pclass,Age,SibSp,Parch,Fare,Embarked,Family_Size,Title,Title_Mr,Deck,Side,Fare_Per_Person,AgeClass,Protocole,Gender,Survived
304,2,20.83872340425532,0,0,12.35,1,0,2,2,5,-1,12.35,41.67744680851064,1,0,1
305,3,28.318910256410255,0,0,8.05,2,0,5,3,-1,0,8.05,84.95673076923077,0,1,0
306,1,0.92,1,2,151.55,2,3,1,1,3,1,37.8875,0.92,1,1,1
307,1,30.233333333333334,0,0,110.8833,0,0,2,2,-1,0,110.8833,30.233333333333334,1,0,1
308,1,17.0,1,0,108.9,0,1,4,4,3,-1,54.45,17.0,1,0,1
309,2,30.0,1,0,24.0,0,1,5,3,-1,0,12.0,60.0,0,1,0
310,1,30.0,0,0,56.9292,0,0,2,2,5,1,56.9292,30.0,1,0,1
311,1,24.0,0,0,83.1583,0,0,2,2,3,1,83.1583,24.0,1,0,1
312,1,18.0,2,2,262.375,0,4,2,2,2,1,52.475,18.0,1,0,1
313,2,26.0,1,1,26.0,2,2,4,4,-1,0,8.666666666666666,52.0,1,0,0
314,3,28.0,0,0,7.8958,2,0,5,3,-1,0,7.8958,84.0,0,1,0
315,2,43.0,1,1,26.25,2,2,5,3,-1,0,8.75,86.0,0,1,0
316,3,26.0,0,0,7.8542,2,0,2,2,-1,0,7.8542,78.0,1,0,1
317,2,24.0,1,0,26.0,2,1,4,4,-1,0,13.0,48.0,1,0,1
318,2,54.0,0,0,14.0,2,0,8,4,-1,0,14.0,108.0,0,1,0
319,1,31.0,0,2,164.8667,2,2,2,2,3,-1,54.95556666666667,31.0,1,0,1
320,1,40.0,1,1,134.5,0,2,4,4,5,1,44.833333333333336,40.0,1,0,1
321,3,22.0,0,0,7.25,2,0,5,3,-1,0,7.25,66.0,0,1,0
322,3,27.0,0,0,7.8958,2,0,5,3,-1,0,7.8958,81.0,0,1,0
323,2,30.0,0,0,12.35,1,0,2,2,-1,0,12.35,60.0,1,0,1
324,2,22.0,1,1,29.0,2,2,4,4,-1,0,9.666666666666666,44.0,1,0,1
325,3,14.5,8,2,69.55,2,10,5,3,-1,0,6.322727272727272,43.5,1,1,0
326,1,36.0,0,0,135.6333,0,0,2,2,3,1,135.6333,36.0,1,0,1
327,3,61.0,0,0,6.2375,2,0,5,3,-1,0,6.2375,183.0,0,1,0
328,2,36.0,0,0,13.0,2,0,4,4,4,0,13.0,72.0,1,0,1
329,3,31.0,1,1,20.525,2,2,4,4,-1,0,6.841666666666666,93.0,1,0,1
330,1,16.0,0,1,57.9792,0,1,2,2,2,1,28.9896,16.0,1,0,1
331,3,17.36087378640777,2,0,23.25,1,2,2,2,-1,0,7.75,52.08262135922331,1,0,1
332,1,45.5,0,0,28.5,2,0,5,3,3,1,28.5,45.5,0,1,0
333,1,38.0,0,1,153.4625,2,1,5,3,3,-1,76.73125,38.0,0,1,0
334,3,16.0,2,0,18.0,2,2,5,3,-1,0,6.0,48.0,0,1,0
335,1,42.78947368421053,1,0,133.65,2,1,4,4,-1,0,66.825,42.78947368421053,1,0,1
336,3,28.318910256410255,0,0,7.8958,2,0,5,3,-1,0,7.8958,84.95673076923077,0,1,0
337,1,29.0,1,0,66.6,2,1,5,3,3,1,33.3,29.0,0,1,0
338,1,41.0,0,0,134.5,0,0,2,2,5,1,134.5,41.0,1,0,1
339,3,45.0,0,0,8.05,2,0,5,3,-1,0,8.05,135.0,0,1,1
340,1,45.0,0,0,35.5,2,0,5,3,7,0,35.5,45.0,0,1,0
341,2,2.0,1,1,26.0,2,2,1,1,6,1,8.666666666666666,4.0,1,1,1
342,1,24.0,3,2,263.0,2,5,2,2,3,-1,43.833333333333336,24.0,1,0,1
343,2,28.0,0,0,13.0,2,0,5,3,-1,0,13.0,56.0,0,1,0
344,2,25.0,0,0,13.0,2,0,5,3,-1,0,13.0,50.0,0,1,0
345,2,36.0,0,0,13.0,2,0,5,3,-1,0,13.0,72.0,0,1,0
346,2,24.0,0,0,13.0,2,0,2,2,6,-1,13.0,48.0,1,0,1
347,2,40.0,0,0,13.0,2,0,2,2,-1,0,13.0,80.0,1,0,1
348,3,32.326530612244895,1,0,16.1,2,1,4,4,-1,0,8.05,96.97959183673468,1,0,1
349,3,3.0,1,1,15.9,2,2,1,1,-1,0,5.3,9.0,1,1,1
350,3,42.0,0,0,8.6625,2,0,5,3,-1,0,8.6625,126.0,0,1,0
351,3,23.0,0,0,9.225,2,0,5,3,-1,0,9.225,69.0,0,1,0
352,1,42.1013986013986,0,0,35.0,2,0,5,3,3,1,35.0,42.1013986013986,0,1,0
353,3,15.0,1,1,7.2292,0,2,5,3,-1,0,2.409733333333333,45.0,0,1,0
354,3,25.0,1,0,17.8,2,1,5,3,-1,0,8.9,75.0,0,1,0
355,3,28.318910256410255,0,0,7.225,0,0,5,3,-1,0,7.225,84.95673076923077,0,1,0
356,3,28.0,0,0,9.5,2,0,5,3,-1,0,9.5,84.0,0,1,0
357,1,22.0,0,1,55.0,2,1,2,2,5,-1,27.5,22.0,1,0,1
358,2,38.0,0,0,13.0,2,0,2,2,-1,0,13.0,76.0,1,0,0
359,3,17.36087378640777,0,0,7.8792,1,0,2,2,-1,0,7.8792,52.08262135922331,1,0,1
360,3,17.36087378640777,0,0,7.8792,1,0,2,2,-1,0,7.8792,52.08262135922331,1,0,1
361,3,40.0,1,4,27.9,2,5,5,3,-1,0,4.6499999999999995,120.0,0,1,0
362,2,29.0,1,0,27.7208,0,1,5,3,-1,0,13.8604,58.0,0,1,0
363,3,45.0,0,1,14.4542,0,1,4,4,-1,0,7.2271,135.0,1,0,0
364,3,35.0,0,0,7.05,2,0,5,3,-1,0,7.05,105.0,0,1,0
365,3,28.318910256410255,1,0,15.5,1,1,5,3,-1,0,7.75,84.95673076923077,0,1,0
366,3,30.0,0,0,7.25,2,0,5,3,-1,0,7.25,90.0,0,1,0
367,1,60.0,1,0,75.25,0,1,4,4,4,-1,37.625,60.0,1,0,1
368,3,32.326530612244895,0,0,7.2292,0,0,4,4,-1,0,7.2292,96.97959183673468,1,0,1
369,3,17.36087378640777,0,0,7.75,1,0,2,2,-1,0,7.75,52.08262135922331,1,0,1
370,1,24.0,0,0,69.3,0,0,12,4,2,-1,69.3,24.0,1,0,1
371,1,25.0,1,0,55.4417,0,1,5,3,5,1,27.72085,25.0,0,1,1
372,3,18.0,1,0,6.4958,2,1,5,3,-1,0,3.2479,54.0,0,1,0
373,3,19.0,0,0,8.05,2,0,5,3,-1,0,8.05,57.0,0,1,0
374,1,22.0,0,0,135.6333,0,0,5,3,-1,0,135.6333,22.0,0,1,0
375,3,3.0,3,1,21.075,2,4,2,2,-1,0,4.215,9.0,1,0,0
376,1,42.78947368421053,1,0,82.1708,0,1,4,4,-1,0,41.0854,42.78947368421053,1,0,1
377,3,22.0,0,0,7.25,2,0,2,2,-1,0,7.25,66.0,1,0,1
378,1,27.0,0,2,211.5,0,2,5,3,3,1,70.5,27.0,0,1,0
379,3,20.0,0,0,4.0125,0,0,5,3,-1,0,4.0125,60.0,0,1,0
380,3,19.0,0,0,7.775,2,0,5,3,-1,0,7.775,57.0,0,1,0
381,1,42.0,0,0,227.525,0,0,2,2,-1,0,227.525,42.0,1,0,1
382,3,1.0,0,2,15.7417,0,2,2,2,-1,0,5.247233333333333,3.0,1,0,1
383,3,32.0,0,0,7.925,2,0,5,3,-1,0,7.925,96.0,0,1,0
384,1,35.0,1,0,52.0,2,1,4,4,-1,0,26.0,35.0,1,0,1
385,3,28.318910256410255,0,0,7.8958,2,0,5,3,-1,0,7.8958,84.95673076923077,0,1,0
386,2,18.0,0,0,73.5,2,0,5,3,-1,0,73.5,36.0,0,1,0
387,3,1.0,5,2,46.9,2,7,1,1,-1,0,5.8625,3.0,1,1,0
388,2,36.0,0,0,13.0,2,0,2,2,-1,0,13.0,72.0,1,0,1
389,3,28.318910256410255,0,0,7.7292,1,0,5,3,-1,0,7.7292,84.95673076923077,0,1,0
390,2,17.0,0,0,12.0,0,0,2,2,-1,0,12.0,34.0,1,0,1
391,1,36.0,1,2,120.0,2,3,5,3,2,1,30.0,36.0,0,1,1
392,3,21.0,0,0,7.7958,2,0,5,3,-1,0,7.7958,63.0,0,1,1
393,3,28.0,2,0,7.925,2,2,5,3,-1,0,2.6416666666666666,84.0,0,1,0
394,1,23.0,1,0,113.275,0,1,2,2,4,1,56.6375,23.0,1,0,1
395,3,24.0,0,2,16.7,2,2,4,4,8,1,5.566666666666666,72.0,1,0,1
396,3,22.0,0,0,7.7958,2,0,5,3,-1,0,7.7958,66.0,0,1,0
397,3,31.0,0,0,7.8542,2,0,2,2,-1,0,7.8542,93.0,1,0,0
398,2,46.0,0,0,26.0,2,0,5,3,-1,0,26.0,92.0,0,1,0
399,2,23.0,0,0,10.5,2,0,8,4,-1,0,10.5,46.0,0,1,0
400,2,28.0,0,0,12.65,2,0,4,4,-1,0,12.65,56.0,1,0,1
401,3,39.0,0,0,7.925,2,0,5,3,-1,0,7.925,117.0,0,1,1
402,3,26.0,0,0,8.05,2,0,5,3,-1,0,8.05,78.0,0,1,0
403,3,21.0,1,0,9.825,2,1,2,2,-1,0,4.9125,63.0,1,0,0
404,3,28.0,1,0,15.85,2,1,5,3,-1,0,7.925,84.0,0,1,0
405,3,20.0,0,0,8.6625,2,0,2,2,-1,0,8.6625,60.0,1,0,0
406,2,34.0,1,0,21.0,2,1,5,3,-1,0,10.5,68.0,0,1,0
407,3,51.0,0,0,7.75,2,0,5,3,-1,0,7.75,153.0,0,1,0
408,2,3.0,1,1,18.75,2,2,1,1,-1,0,6.25,6.0,1,1,1
409,3,21.0,0,0,7.775,2,0,5,3,-1,0,7.775,63.0,0,1,0
410,3,17.36087378640777,3,1,25.4667,2,4,2,2,-1,0,5.0933399999999995,52.08262135922331,1,0,0
411,3,28.318910256410255,0,0,7.8958,2,0,5,3,-1,0,7.8958,84.95673076923077,0,1,0
412,3,28.318910256410255,0,0,6.8583,1,0,5,3,-1,0,6.8583,84.95673076923077,0,1,0
413,1,33.0,1,0,90.0,1,1,2,2,3,1,45.0,33.0,1,0,1
414,2,32.83793103448276,0,0,21.64810848708488,2,0,5,3,-1,0,21.64810848708488,65.67586206896551,0,1,0
415,3,44.0,0,0,7.925,2,0,5,3,-1,0,7.925,132.0,0,1,1
416,3,32.326530612244895,0,0,8.05,2,0,4,4,-1,0,8.05,96.97959183673468,1,0,0
417,2,34.0,1,1,32.5,2,2,4,4,-1,0,10.833333333333334,68.0,1,0,1
418,2,18.0,0,2,13.0,2,2,2,2,-1,0,4.333333333333333,36.0,1,0,1
419,2,30.0,0,0,13.0,2,0,5,3,-1,0,13.0,60.0,0,1,0
420,3,10.0,0,2,24.15,2,2,2,2,-1,0,8.049999999999999,30.0,1,0,0
421,3,28.318910256410255,0,0,7.8958,0,0,5,3,-1,0,7.8958,84.95673076923077,0,1,0
422,3,21.0,0,0,7.7333,1,0,5,3,-1,0,7.7333,63.0,0,1,0
423,3,29.0,0,0,7.875,2,0,5,3,-1,0,7.875,87.0,0,1,0
424,3,28.0,1,1,14.4,2,2,4,4,-1,0,4.8,84.0,1,0,0
425,3,18.0,1,1,20.2125,2,2,5,3,-1,0,6.7375,54.0,0,1,0
426,3,28.318910256410255,0,0,7.25,2,0,5,3,-1,0,7.25,84.95673076923077,0,1,0
427,2,28.0,1,0,26.0,2,1,4,4,-1,0,13.0,56.0,1,0,1
428,2,19.0,0,0,26.0,2,0,4,4,-1,0,26.0,38.0,1,0,1
429,3,28.318910256410255,0,0,7.75,1,0,5,3,-1,0,7.75,84.95673076923077,0,1,0
430,3,32.0,0,0,8.05,2,0,5,3,5,1,8.05,96.0,0,1,1
431,1,28.0,0,0,26.55,2,0,5,3,3,1,26.55,28.0,0,1,1
432,3,32.326530612244895,1,0,16.1,2,1,4,4,-1,0,8.05,96.97959183673468,1,0,1
433,2,42.0,1,0,26.0,2,1,4,4,-1,0,13.0,84.0,1,0,1
434,3,17.0,0,0,7.125,2,0,5,3,-1,0,7.125,51.0,0,1,0
435,1,50.0,1,0,55.9,2,1,5,3,5,1,27.95,50.0,0,1,0
436,1,14.0,1,2,120.0,2,3,2,2,2,1,30.0,14.0,1,0,1
437,3,21.0,2,2,34.375,2,4,2,2,-1,0,6.875,63.0,1,0,0
438,2,24.0,2,3,18.75,2,5,4,4,-1,0,3.125,48.0,1,0,1
439,1,64.0,1,4,263.0,2,5,5,3,3,-1,43.833333333333336,64.0,0,1,0
440,2,31.0,0,0,10.5,2,0,5,3,-1,0,10.5,62.0,0,1,0
441,2,45.0,1,1,26.25,2,2,4,4,-1,0,8.75,90.0,1,0,1
442,3,20.0,0,0,9.5,2,0,5,3,-1,0,9.5,60.0,0,1,0
443,3,25.0,1,0,7.775,2,1,5,3,-1,0,3.8875,75.0,0,1,0
444,2,28.0,0,0,13.0,2,0,9,2,-1,0,13.0,56.0,1,0,1
445,3,28.318910256410255,0,0,8.1125,2,0,5,3,-1,0,8.1125,84.95673076923077,0,1,1
446,1,4.0,0,2,81.8583,2,2,1,1,1,1,27.2861,4.0,1,1,1
447,2,13.0,0,1,19.5,2,1,2,2,-1,0,9.75,26.0,1,0,1
448,1,34.0,0,0,26.55,2,0,5,3,-1,0,26.55,34.0,0,1,1
449,3,5.0,2,1,19.2583,0,3,2,2,-1,0,4.814575,15.0,1,0,1
450,1,52.0,0,0,30.5,2,0,6,3,3,1,30.5,52.0,0,1,1
451,2,36.0,1,2,27.75,2,3,5,3,-1,0,6.9375,72.0,0,1,0
452,3,28.318910256410255,1,0,19.9667,2,1,5,3,-1,0,9.98335,84.95673076923077,0,1,0
453,1,30.0,0,0,27.75,0,0,5,3,3,-1,27.75,30.0,0,1,0
454,1,49.0,1,0,89.1042,0,1,5,3,3,1,44.5521,49.0,0,1,1
455,3,28.318910256410255,0,0,8.05,2,0,5,3,-1,0,8.05,84.95673076923077,0,1,0
456,3,29.0,0,0,7.8958,0,0,5,3,-1,0,7.8958,87.0,0,1,1
457,1,65.0,0,0,26.55,2,0,5,3,5,1,26.55,65.0,0,1,0
458,1,41.0,1,0,51.8625,2,1,4,4,4,-1,25.93125,41.0,1,0,1
459,2,50.0,0,0,10.5,2,0,2,2,-1,0,10.5,100.0,1,0,1
460,3,28.318910256410255,0,0,7.75,1,0,5,3,-1,0,7.75,84.95673076923077,0,1,0
461,1,48.0,0,0,26.55,2,0,5,3,5,1,26.55,48.0,0,1,1
462,3,34.0,0,0,8.05,2,0,5,3,-1,0,8.05,102.0,0,1,0
463,1,47.0,0,0,38.5,2,0,5,3,5,-1,38.5,47.0,0,1,0
464,2,48.0,0,0,13.0,2,0,5,3,-1,0,13.0,96.0,0,1,0
465,3,28.318910256410255,0,0,8.05,2,0,5,3,-1,0,8.05,84.95673076923077,0,1,0
466,3,38.0,0,0,7.05,2,0,5,3,-1,0,7.05,114.0,0,1,0
467,2,32.83793103448276,0,0,21.64810848708488,2,0,5,3,-1,0,21.64810848708488,65.67586206896551,0,1,0
468,1,56.0,0,0,26.55,2,0,5,3,-1,0,26.55,56.0,0,1,0
469,3,28.318910256410255,0,0,7.725,1,0,5,3,-1,0,7.725,84.95673076923077,0,1,0
470,3,0.75,2,1,19.2583,0,3,2,2,-1,0,4.814575,2.25,1,0,1
471,3,28.318910256410255,0,0,7.25,2,0,5,3,-1,0,7.25,84.95673076923077,0,1,0
472,3,38.0,0,0,8.6625,2,0,5,3,-1,0,8.6625,114.0,0,1,0
473,2,33.0,1,2,27.75,2,3,4,4,-1,0,6.9375,66.0,1,0,1
474,2,23.0,0,0,13.7917,0,0,4,4,4,0,13.7917,46.0,1,0,1
475,3,22.0,0,0,9.8375,2,0,2,2,-1,0,9.8375,66.0,1,0,0
476,1,42.1013986013986,0,0,52.0,2,0,5,3,1,1,52.0,42.1013986013986,0,1,0
477,2,34.0,1,0,21.0,2,1,5,3,-1,0,10.5,68.0,0,1,0
478,3,29.0,1,0,7.0458,2,1,5,3,-1,0,3.5229,87.0,0,1,0
479,3,22.0,0,0,7.5208,2,0,5,3,-1,0,7.5208,66.0,0,1,0
480,3,2.0,0,1,12.2875,2,1,2,2,-1,0,6.14375,6.0,1,0,1
481,3,9.0,5,2,46.9,2,7,1,1,-1,0,5.8625,27.0,1,1,0
482,2,32.83793103448276,0,0,21.64810848708488,2,0,5,3,-1,0,21.64810848708488,65.67586206896551,0,1,0
483,3,50.0,0,0,8.05,2,0,5,3,-1,0,8.05,150.0,0,1,0
484,3,63.0,0,0,9.5875,2,0,4,4,-1,0,9.5875,189.0,1,0,1
485,1,25.0,1,0,91.0792,0,1,5,3,2,-1,45.5396,25.0,0,1,1
486,3,17.36087378640777,3,1,25.4667,2,4,2,2,-1,0,5.0933399999999995,52.08262135922331,1,0,0
487,1,35.0,1,0,90.0,2,1,4,4,3,-1,45.0,35.0,1,0,1
488,1,58.0,0,0,29.7,0,0,5,3,2,-1,29.7,58.0,0,1,0
489,3,30.0,0,0,8.05,2,0,5,3,-1,0,8.05,90.0,0,1,0
490,3,9.0,1,1,15.9,2,2,1,1,-1,0,5.3,27.0,1,1,1
491,3,28.318910256410255,1,0,19.9667,2,1,5,3,-1,0,9.98335,84.95673076923077,0,1,0
492,3,21.0,0,0,7.25,2,0,5,3,-1,0,7.25,63.0,0,1,0
493,1,55.0,0,0,30.5,2,0,5,3,3,1,30.5,55.0,0,1,0
494,1,71.0,0,0,49.5042,0,0,5,3,-1,0,49.5042,71.0,0,1,0
495,3,21.0,0,0,8.05,2,0,5,3,-1,0,8.05,63.0,0,1,0
496,3,28.318910256410255,0,0,14.4583,0,0,5,3,-1,0,14.4583,84.95673076923077,0,1,0
497,1,54.0,1,0,78.2667,0,1,2,2,4,1,39.13335,54.0,1,0,1
498,3,28.318910256410255,0,0,15.1,2,0,5,3,-1,0,15.1,84.95673076923077,0,1,0
499,1,25.0,1,2,151.55,2,3,4,4,3,1,37.8875,25.0,1,0,0
500,3,24.0,0,0,7.7958,2,0,5,3,-1,0,7.7958,72.0,0,1,0
501,3,17.0,0,0,8.6625,2,0,5,3,-1,0,8.6625,51.0,0,1,0
502,3,21.0,0,0,7.75,1,0,2,2,-1,0,7.75,63.0,1,0,0
503,3,17.36087378640777,0,0,7.6292,1,0,2,2,-1,0,7.6292,52.08262135922331,1,0,0
504,3,37.0,0,0,9.5875,2,0,2,2,-1,0,9.5875,111.0,1,0,0
505,1,16.0,0,0,86.5,2,0,2,2,2,-1,86.5,16.0,1,0,1
506,1,18.0,1,0,108.9,0,1,5,3,3,-1,54.45,18.0,0,1,0
507,2,33.0,0,2,26.0,2,2,4,4,-1,0,8.666666666666666,66.0,1,0,1
508,1,42.1013986013986,0,0,26.55,2,0,5,3,-1,0,26.55,42.1013986013986,0,1,1
509,3,28.0,0,0,22.525,2,0,5,3,-1,0,22.525,84.0,0,1,0
510,3,26.0,0,0,56.4958,2,0,5,3,-1,0,56.4958,78.0,0,1,1
511,3,29.0,0,0,7.75,1,0,5,3,-1,0,7.75,87.0,0,1,1
512,3,28.318910256410255,0,0,8.05,2,0,5,3,-1,0,8.05,84.95673076923077,0,1,0
513,1,36.0,0,0,26.2875,2,0,5,3,5,-1,26.2875,36.0,0,1,1
514,1,54.0,1,0,59.4,0,1,4,4,-1,0,29.7,54.0,1,0,1
515,3,24.0,0,0,7.4958,2,0,5,3,-1,0,7.4958,72.0,0,1,0
516,1,47.0,0,0,34.0208,2,0,5,3,4,1,34.0208,47.0,0,1,0
517,2,34.0,0,0,10.5,2,0,4,4,6,-1,10.5,68.0,1,0,1
518,3,28.318910256410255,0,0,24.15,1,0,5,3,-1,0,24.15,84.95673076923077,0,1,0
519,2,36.0,1,0,26.0,2,1,4,4,-1,0,13.0,72.0,1,0,1
520,3,32.0,0,0,7.8958,2,0,5,3,-1,0,7.8958,96.0,0,1,0
521,1,30.0,0,0,93.5,2,0,2,2,2,-1,93.5,30.0,1,0,1
522,3,22.0,0,0,7.8958,2,0,5,3,-1,0,7.8958,66.0,0,1,0
523,3,28.318910256410255,0,0,7.225,0,0,5,3,-1,0,7.225,84.95673076923077,0,1,0
524,1,44.0,0,1,57.9792,0,1,4,4,2,1,28.9896,44.0,1,0,1
525,3,28.318910256410255,0,0,7.2292,0,0,5,3,-1,0,7.2292,84.95673076923077,0,1,0
526,3,40.5,0,0,7.75,1,0,5,3,-1,0,7.75,121.5,0,1,0
527,2,50.0,0,0,10.5,2,0,2,2,-1,0,10.5,100.0,1,0,1
528,1,42.1013986013986,0,0,221.7792,2,0,5,3,3,-1,221.7792,42.1013986013986,0,1,0
529,3,39.0,0,0,7.925,2,0,5,3,-1,0,7.925,117.0,0,1,0
530,2,23.0,2,1,11.5,2,3,5,3,-1,0,2.875,46.0,0,1,0
531,2,2.0,1,1,26.0,2,2,2,2,-1,0,8.666666666666666,4.0,1,0,1
532,3,28.318910256410255,0,0,7.2292,0,0,5,3,-1,0,7.2292,84.95673076923077,0,1,0
533,3,17.0,1,1,7.2292,0,2,5,3,-1,0,2.409733333333333,51.0,0,1,0
534,3,32.326530612244895,0,2,22.3583,0,2,4,4,-1,0,7.452766666666666,96.97959183673468,1,0,1
535,3,30.0,0,0,8.6625,2,0,2,2,-1,0,8.6625,90.0,1,0,0
536,2,7.0,0,2,26.25,2,2,2,2,-1,0,8.75,14.0,1,0,1
537,1,45.0,0,0,26.55,2,0,6,3,2,1,26.55,45.0,0,1,0
538,1,30.0,0,0,106.425,0,0,2,2,-1,0,106.425,30.0,1,0,1
539,3,28.318910256410255,0,0,14.5,2,0,5,3,-1,0,14.5,84.95673076923077,0,1,0
540,1,22.0,0,2,49.5,0,2,2,2,2,-1,16.5,22.0,1,0,1
541,1,36.0,0,2,71.0,2,2,2,2,2,1,23.666666666666668,36.0,1,0,1
542,3,9.0,4,2,31.275,2,6,2,2,-1,0,4.4678571428571425,27.0,1,0,0
543,3,11.0,4,2,31.275,2,6,2,2,-1,0,4.4678571428571425,33.0,1,0,0
544,2,32.0,1,0,26.0,2,1,5,3,-1,0,13.0,64.0,0,1,1
545,1,50.0,1,0,106.425,0,1,5,3,3,1,53.2125,50.0,0,1,0
546,1,64.0,0,0,26.0,2,0,5,3,-1,0,26.0,64.0,0,1,0
547,2,19.0,1,0,26.0,2,1,4,4,-1,0,13.0,38.0,1,0,1
548,2,32.83793103448276,0,0,13.8625,0,0,5,3,-1,0,13.8625,65.67586206896551,0,1,1
549,3,33.0,1,1,20.525,2,2,5,3,-1,0,6.841666666666666,99.0,0,1,0
550,2,8.0,1,1,36.75,2,2,1,1,-1,0,12.25,16.0,1,1,1
551,1,17.0,0,2,110.8833,0,2,5,3,3,1,36.9611,17.0,0,1,1
552,2,27.0,0,0,26.0,2,0,5,3,-1,0,26.0,54.0,0,1,0
553,3,28.318910256410255,0,0,7.8292,1,0,5,3,-1,0,7.8292,84.95673076923077,0,1,0
554,3,22.0,0,0,7.225,0,0,5,3,-1,0,7.225,66.0,0,1,1
555,3,22.0,0,0,7.775,2,0,2,2,-1,0,7.775,66.0,1,0,1
556,1,62.0,0,0,26.55,2,0,5,3,-1,0,26.55,62.0,0,1,0
557,1,48.0,1,0,39.6,0,1,4,4,1,1,19.8,48.0,1,0,1
558,1,42.1013986013986,0,0,227.525,0,0,5,3,-1,0,227.525,42.1013986013986,0,1,0
559,1,39.0,1,1,79.65,2,2,4,4,5,-1,26.55,39.0,1,0,1
560,3,36.0,1,0,17.4,2,1,4,4,-1,0,8.7,108.0,1,0,1
561,3,28.318910256410255,0,0,7.75,1,0,5,3,-1,0,7.75,84.95673076923077,0,1,0
562,3,40.0,0,0,7.8958,2,0,5,3,-1,0,7.8958,120.0,0,1,0
563,2,28.0,0,0,13.5,2,0,5,3,-1,0,13.5,56.0,0,1,0
564,3,28.318910256410255,0,0,8.05,2,0,5,3,-1,0,8.05,84.95673076923077,0,1,0
565,3,17.36087378640777,0,0,8.05,2,0,2,2,-1,0,8.05,52.08262135922331,1,0,0
566,3,24.0,2,0,24.15,2,2,5,3,-1,0,8.049999999999999,72.0,0,1,0
567,3,19.0,0,0,7.8958,2,0,5,3,-1,0,7.8958,57.0,0,1,0
568,3,29.0,0,4,21.075,2,4,4,4,-1,0,4.215,87.0,1,0,0
569,3,28.318910256410255,0,0,7.2292,0,0,5,3,-1,0,7.2292,84.95673076923077,0,1,0
570,3,32.0,0,0,7.8542,2,0,5,3,-1,0,7.8542,96.0,0,1,1
571,2,62.0,0,0,10.5,2,0,5,3,-1,0,10.5,124.0,0,1,1
572,1,53.0,2,0,51.4792,2,2,4,4,3,-1,17.15973333333333,53.0,1,0,1
573,1,36.0,0,0,26.3875,2,0,5,3,5,-1,26.3875,36.0,0,1,1
574,3,17.36087378640777,0,0,7.75,1,0,2,2,-1,0,7.75,52.08262135922331,1,0,1
575,3,16.0,0,0,8.05,2,0,5,3,-1,0,8.05,48.0,0,1,0
576,3,19.0,0,0,14.5,2,0,5,3,-1,0,14.5,57.0,0,1,0
577,2,34.0,0,0,13.0,2,0,2,2,-1,0,13.0,68.0,1,0,1
578,1,39.0,1,0,55.9,2,1,4,4,5,1,27.95,39.0,1,0,1
579,3,32.326530612244895,1,0,14.4583,0,1,4,4,-1,0,7.22915,96.97959183673468,1,0,0
580,3,32.0,0,0,7.925,2,0,5,3,-1,0,7.925,96.0,0,1,1
581,2,25.0,1,1,30.0,2,2,2,2,-1,0,10.0,50.0,1,0,1
582,1,39.0,1,1,110.8833,0,2,4,4,3,1,36.9611,39.0,1,0,1
583,2,54.0,0,0,26.0,2,0,5,3,-1,0,26.0,108.0,0,1,0
584,1,36.0,0,0,40.125,0,0,5,3,1,1,40.125,36.0,0,1,0
585,3,28.318910256410255,0,0,8.7125,0,0,5,3,-1,0,8.7125,84.95673076923077,0,1,0
586,1,18.0,0,2,79.65,2,2,2,2,5,1,26.55,18.0,1,0,1
587,2,47.0,0,0,15.0,2,0,5,3,-1,0,15.0,94.0,0,1,0
588,1,60.0,1,1,79.2,0,2,5,3,2,-1,26.400000000000002,60.0,0,1,1
589,3,22.0,0,0,8.05,2,0,5,3,-1,0,8.05,66.0,0,1,0
590,3,28.318910256410255,0,0,8.05,2,0,5,3,-1,0,8.05,84.95673076923077,0,1,0
591,3,35.0,0,0,7.125,2,0,5,3,-1,0,7.125,105.0,0,1,0
592,1,52.0,1,0,78.2667,0,1,4,4,4,1,39.13335,52.0,1,0,1
593,3,47.0,0,0,7.25,2,0,5,3,-1,0,7.25,141.0,0,1,0
594,3,17.36087378640777,0,2,7.75,1,2,2,2,-1,0,2.5833333333333335,52.08262135922331,1,0,0
595,2,37.0,1,0,26.0,2,1,5,3,-1,0,13.0,74.0,0,1,0
596,3,36.0,1,1,24.15,2,2,5,3,-1,0,8.049999999999999,108.0,0,1,0
597,2,20.83872340425532,0,0,33.0,2,0,2,2,-1,0,33.0,41.67744680851064,1,0,1
598,3,49.0,0,0,13.378473295454542,2,0,5,3,-1,0,13.378473295454542,147.0,0,1,0
599,3,28.318910256410255,0,0,7.225,0,0,5,3,-1,0,7.225,84.95673076923077,0,1,0
600,1,49.0,1,0,56.9292,0,1,5,3,1,1,28.4646,49.0,0,1,1
601,2,24.0,2,1,27.0,2,3,4,4,-1,0,6.75,48.0,1,0,1
602,3,28.318910256410255,0,0,7.8958,2,0,5,3,-1,0,7.8958,84.95673076923077,0,1,0
603,1,42.1013986013986,0,0,42.4,2,0,5,3,-1,0,42.4,42.1013986013986,0,1,0
604,3,44.0,0,0,8.05,2,0,5,3,-1,0,8.05,132.0,0,1,0
605,1,35.0,0,0,26.55,0,0,5,3,-1,0,26.55,35.0,0,1,1
606,3,36.0,1,0,15.55,2,1,5,3,-1,0,7.775,108.0,0,1,0
607,3,30.0,0,0,7.8958,2,0,5,3,-1,0,7.8958,90.0,0,1,0
